SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
2026-04-12,27,18941,A,24013,17836,4318,6606,9212,22126,0,688,3722,174,401,0,0,0,-1022,-1453,35,-1091,-318
2026-04-12,28,18851,A,23884,17744,4272,6606,9669,22126,0,673,3940,212,394,0,0,0,-1021,-1452,46,-1091,-296
2026-04-12,29,18967,A,24193,17853,4151,6606,9165,22126,0,821,3783,655,66,0,-51,0,-1021,-1453,456,-1091,-289
2026-04-12,30,19287,A,24458,18113,4030,6606,9035,22126,0,832,3792,682,51,0,-77,0,-1022,-1453,483,-1089,-198
2026-04-12,31,19650,A,24911,18428,3858,6606,8892,22126,0,837,3802,177,344,0,-145,0,-1022,-1453,488,-1088,-216
2026-04-12,32,20057,A,25232,18832,3686,6606,7958,22126,0,812,4094,176,380,0,-109,0,-1021,-1453,503,-1088,-192
2026-04-12,33,21498,A,27394,20181,3551,6606,6731,22126,0,487,3820,1374,952,-805,-245,0,-1021,-1453,968,-1091,-294
2026-04-12,34,22647,A,28303,21262,3416,6606,6225,22126,0,112,4192,1498,991,-1015,-244,0,-1022,-1421,997,-1095,-247
2026-04-12,35,24210,A,29377,22720,3174,6606,5345,22126,0,12,4224,1508,992,-1014,-324,0,-937,-1027,997,-1088,-265
2026-04-12,36,25619,A,30566,23980,2931,6606,3524,22126,0,7,4064,1507,989,-1015,-265,0,-934,-948,997,-1087,-191
2026-04-12,37,26756,A,31069,25077,2738,6606,2411,22126,0,9,4068,1368,877,-988,-145,36,-930,-560,997,-1090,-91
2026-04-12,38,27271,A,31776,25612,2545,6606,1455,22126,0,10,3686,1359,872,-987,-251,-65,-924,-482,998,-1081,-205
2026-04-12,39,28320,A,31757,26640,2339,6606,614,22126,0,7,3410,1497,984,-762,-399,-214,-378,-104,997,-718,-355
2026-04-12,40,28432,A,32001,26810,2133,6606,73,22126,0,3,3333,1507,992,-749,-450,-358,-346,-27,997,-677,-459
2026-04-12,41,28937,A,31093,27270,2047,6606,0,22126,0,7,2912,1506,992,-267,-449,-361,241,348,997,-101,-471
2026-04-12,42,29051,A,31308,27176,1961,6606,0,22126,0,7,2718,1506,991,-243,-450,-487,270,423,997,-57,-513
2026-04-12,43,28412,A,30776,26497,1860,6606,0,22126,0,7,2828,1507,981,-365,-450,-528,154,797,997,58,-514
2026-04-12,44,27762,A,30130,25871,1758,6606,0,22126,0,7,2825,1507,980,-370,-450,-527,150,826,998,63,-514
2026-04-12,45,26263,A,28743,24473,1644,6606,0,22126,0,10,2778,1507,969,-376,-450,-527,162,602,997,-103,-514
2026-04-12,46,25142,A,27637,23425,1529,6606,0,22126,0,10,2846,1501,961,-376,-450,-528,162,544,989,-117,-514
2026-04-12,47,23819,A,26472,22151,1482,6606,0,22126,0,11,2935,1174,736,-366,-450,-473,-152,170,695,-187,-514
2026-04-12,48,22982,A,25644,21332,1435,6606,0,22126,0,12,2934,1152,727,-366,-400,-514,-164,119,681,-192,-514
2026-04-13,1,22764,A,25605,21005,1420,6606,0,22126,0,12,2683,1468,974,-595,-380,-424,-224,59,822,-192,-514
2026-04-13,2,22689,A,25450,20866,1404,6606,0,22126,0,12,2588,1493,991,-604,-380,-335,-225,81,836,-191,-514
2026-04-13,3,22842,A,25330,21035,1378,6606,0,22126,0,12,2805,1506,992,-592,-380,-324,129,453,988,-166,-514
2026-04-13,4,22845,A,25175,21243,1351,6606,0,22126,0,12,3014,1507,992,-591,-380,-173,143,529,998,-161,-513
2026-04-13,5,22831,A,24994,21171,1304,6606,0,22126,0,12,2735,1506,992,-599,-380,-144,325,903,997,-14,-514
2026-04-13,6,22142,A,24221,20479,1256,6606,0,22126,0,12,2633,1505,992,-599,-380,-69,331,968,997,-5,-514
2026-04-13,7,22158,A,24196,20411,1181,6606,0,22126,0,11,2514,1506,992,-431,-380,-82,327,1203,997,-120,-514
2026-04-13,8,21970,A,23955,20113,1106,6606,0,22126,0,13,2327,1506,992,-424,-380,-25,325,1219,997,-129,-514
2026-04-13,9,21887,A,24183,20031,1038,6606,0,22126,0,13,2481,1507,992,-628,-380,-59,24,1045,997,-202,-514
2026-04-13,10,21873,A,24141,19860,970,6606,0,22126,0,13,2256,1507,990,-637,-379,0,0,1047,995,-225,-514
2026-04-13,11,22252,A,26048,20138,920,6606,0,22126,0,9,2343,1460,935,-947,-318,0,-697,1342,909,-870,-455
2026-04-13,12,23186,A,27201,20937,869,6606,0,22126,0,5,2001,1457,931,-962,-402,0,-735,1380,902,-904,-507
2026-04-13,13,25207,A,28633,22835,816,6606,4,22126,0,3,1796,1418,936,-928,-330,0,-543,1396,847,-608,-514
2026-04-13,14,27067,A,30512,24483,762,6606,330,22126,0,3,1848,1406,929,-927,-312,-83,-536,1397,833,-570,-514
2026-04-13,15,28442,A,31399,25718,702,6606,1378,22126,0,2,1786,647,661,-636,-437,-235,-633,1397,500,94,-514
2026-04-13,16,28667,A,31721,25834,642,6606,2795,22126,0,2,1677,599,650,-606,-451,-346,-635,1397,489,140,-514
2026-04-13,17,29154,A,31789,26080,572,6606,4288,22126,0,5,1329,1290,888,-607,-452,-230,-327,1397,859,170,-514
2026-04-13,18,28213,A,30674,25102,502,6606,5836,22126,0,7,1090,1346,905,-597,-451,-77,-315,1397,885,175,-514
2026-04-13,19,28022,A,29858,24988,480,6606,7339,22126,0,7,1211,1106,949,-121,-452,0,-242,1397,960,264,-514
2026-04-13,20,27115,A,28943,24129,457,6606,8693,22126,0,12,1238,1080,950,-109,-452,0,-241,1397,954,270,-514
2026-04-13,21,25497,A,27732,22623,497,6606,9709,22126,0,12,1594,554,830,-106,-451,0,-653,1397,603,217,-513
2026-04-13,22,25118,A,27368,22357,536,6606,10396,22126,0,12,1799,513,822,-105,-452,0,-667,1397,587,211,-514
2026-04-13,23,25320,A,26990,22515,564,6606,10438,22126,0,12,1802,941,834,222,-451,0,-193,1397,776,134,-514
2026-04-13,24,25053,A,26697,22173,591,6606,10639,22126,0,12,1378,974,836,243,-452,0,-167,1397,787,127,-513
2026-04-13,25,25153,A,26474,22283,600,6606,10449,22126,0,11,1345,1002,888,463,-382,0,309,1397,752,66,-428
2026-04-13,26,24809,A,26022,21944,609,6606,10444,22126,0,6,1189,1007,892,471,-296,0,330,1397,750,55,-411
2026-04-13,27,24538,A,25861,21673,674,6606,10563,22126,0,6,1347,1267,941,363,-298,0,280,1397,783,-171,-348
2026-04-13,28,24497,A,25849,21716,738,6606,10374,22126,0,6,1533,1287,946,349,-294,0,265,1392,791,-192,-360
2026-04-13,29,23909,A,26082,21238,816,6606,10100,22126,0,6,1997,1494,989,-95,-211,0,-471,1325,986,-398,-492
2026-04-13,30,24167,A,26441,21475,893,6606,9128,22126,0,6,2001,1509,992,-104,-264,0,-513,1287,998,-400,-487
2026-04-13,31,24224,A,26310,21731,934,6606,7664,22126,0,6,2748,1509,992,-347,-344,0,-500,915,998,56,-389
2026-04-13,32,24726,A,26811,22410,974,6606,7440,22126,0,12,2800,1509,992,-370,-323,0,-499,880,998,85,-381
2026-04-13,33,25994,A,28309,23710,903,6606,6708,22126,0,10,2922,1508,992,-607,-438,-17,-323,1027,998,1,-420
2026-04-13,34,27084,A,29490,24644,832,6606,5421,22126,0,12,2897,1509,992,-617,-450,0,-317,1068,998,0,-510
2026-04-13,35,28121,A,30835,25544,781,6606,4714,22126,0,14,2470,1483,984,-693,-450,0,-543,1360,998,38,-514
2026-04-13,36,29469,A,32196,26884,730,6606,3632,22126,0,15,2535,1473,980,-696,-450,0,-552,1397,996,64,-514
2026-04-13,37,30715,A,33260,27779,703,6606,2348,22126,0,12,2452,977,833,-708,-450,0,-361,1397,961,774,-514
2026-04-13,38,31333,A,33854,28512,676,6606,1389,22126,0,8,2297,937,824,-708,-450,0,-341,1397,960,831,-514
2026-04-13,39,32648,A,34697,29714,663,6606,594,22126,0,7,1897,949,907,-578,-450,0,368,1397,949,1141,-514
2026-04-13,40,32793,A,34805,29626,649,6606,86,22126,0,6,1656,954,915,-541,-451,0,410,1397,950,1165,-514
2026-04-13,41,32880,A,34355,29813,658,6606,0,22126,0,7,1517,1355,969,-3,-451,0,864,1397,975,1232,-514
2026-04-13,42,32547,A,34020,29601,666,6606,0,22126,0,7,1344,1381,972,0,-452,0,884,1397,977,1237,-514
2026-04-13,43,31629,A,33101,28709,680,6606,0,22126,0,6,1338,1061,955,184,-452,0,601,1397,979,1243,-514
2026-04-13,44,30892,A,32364,28005,694,6606,0,22126,0,6,1336,1033,948,196,-452,0,587,1397,972,1236,-514
2026-04-13,45,28889,A,30663,26127,706,6606,0,22126,0,6,1275,950,739,-318,-452,0,143,1397,731,950,-498
2026-04-13,46,27014,A,28666,24342,718,6606,0,22126,0,7,891,946,716,-354,-422,0,124,1387,705,919,-369
2026-04-13,47,25418,A,27145,23113,744,6606,0,22126,0,7,1461,1260,441,-529,-336,0,160,1264,349,515,-355
2026-04-13,48,24934,A,26708,22664,769,6606,0,22126,0,7,1849,1285,423,-535,-242,0,162,1219,323,482,-490
2026-04-14,1,24475,A,26091,22112,755,6606,0,22126,0,7,2056,1288,456,-501,-94,0,-18,845,218,315,-496
2026-04-14,2,24162,A,25561,21801,740,6606,0,22126,0,7,2014,1288,463,-500,-1,0,-24,769,221,302,-367
2026-04-14,3,23945,A,25322,21617,734,6606,0,22126,0,7,1845,1291,675,-530,-36,0,67,396,564,243,-304
2026-04-14,4,24340,A,25566,22002,727,6606,0,22126,0,7,1685,1292,696,-531,0,0,70,328,589,237,-188
2026-04-14,5,24177,A,25451,21872,727,6606,0,22126,0,62,1316,1400,927,-473,0,0,38,68,706,194,-239
2026-04-14,6,23928,A,25093,21582,726,6606,0,22126,0,63,1024,1406,942,-471,0,0,37,33,716,183,-131
2026-04-14,7,22696,A,24281,20319,727,6606,0,22126,0,63,694,1332,907,-645,0,0,-162,-1,805,-96,-118
2026-04-14,8,22619,A,24142,20280,727,6606,0,22126,0,63,744,1325,896,-652,0,0,-170,8,803,-121,-17
2026-04-14,9,22470,A,24487,20162,741,6606,0,22126,0,55,995,1231,604,-826,0,0,-335,178,507,-301,26
2026-04-14,10,22595,A,24606,20288,754,6606,0,22126,0,3,980,1221,580,-832,0,0,-348,228,486,-328,35
2026-04-14,11,22338,A,25600,19994,761,6606,0,22126,0,12,1160,999,442,-952,0,0,-942,602,387,-856,100
2026-04-14,12,22950,A,26165,20574,768,6606,0,22126,0,15,1171,975,421,-841,27,0,-971,677,380,-888,100
2026-04-14,13,24754,A,26685,22314,821,6606,11,22126,0,8,1164,440,27,-3,72,0,-681,1050,370,-739,100
2026-04-14,14,26380,A,28280,23851,874,6606,377,22126,0,3,1242,404,20,0,29,0,-670,1112,372,-727,100
2026-04-14,15,28094,A,29864,25371,917,6606,1296,22126,0,7,1004,952,736,194,0,0,-595,1315,453,-668,30
2026-04-14,16,28619,A,30465,25731,959,6606,2370,22126,0,8,767,1005,790,209,-68,0,-562,1313,473,-641,-67
2026-04-14,17,29558,A,30499,26422,958,6606,3444,22126,0,8,193,1470,979,418,-220,0,397,961,966,141,-213
2026-04-14,18,29210,A,30414,26080,956,6606,4856,22126,0,13,266,1506,992,450,-333,0,463,888,997,210,-358
2026-04-14,19,28879,A,30222,25739,975,6606,6243,22126,0,13,399,1505,992,858,-340,0,727,515,998,739,-490
2026-04-14,20,27701,A,29007,24563,993,6606,7094,22126,0,10,546,1505,992,857,-283,0,737,439,998,780,-513
2026-04-14,21,26519,A,27789,23559,1152,6606,7808,22126,0,7,868,1506,992,998,-249,0,490,65,998,960,-514
2026-04-14,22,25780,A,27054,22904,1310,6606,8488,22126,0,7,1254,1504,992,1003,-254,0,480,17,997,967,-513
2026-04-14,23,24985,A,26337,22211,1489,6606,8814,22126,0,7,1653,1505,992,1003,-329,0,387,-2,997,762,-514
2026-04-14,24,24803,A,26160,22125,1668,6606,8808,22126,0,7,2351,1505,992,1003,-331,0,383,-5,998,751,-514
2026-04-14,25,25029,A,26468,22416,1877,6606,8669,22126,0,89,2635,1506,992,955,-331,0,335,-5,998,931,-514
2026-04-14,26,24741,A,26261,22216,2086,6606,8574,22126,0,165,2685,1505,992,953,-331,0,333,-11,998,943,-513
2026-04-14,27,24858,A,26470,22437,2218,6606,7681,22126,0,170,2879,1505,992,953,-331,0,287,-98,998,903,-513
2026-04-14,28,25030,A,26685,22756,2349,6606,6912,22126,0,172,2920,1505,992,953,-331,0,285,-138,998,875,-514
2026-04-14,29,24936,A,27099,22698,2395,6606,5927,22126,0,276,3117,1505,992,930,-331,0,222,-517,997,-26,-513
2026-04-14,30,25157,A,27459,22969,2440,6606,5535,22126,0,276,3075,1505,992,921,-331,0,219,-576,997,-105,-514
2026-04-14,31,25467,A,28276,23256,2449,6606,5094,22126,0,24,3278,1507,992,322,-331,0,-16,-714,997,-710,-514
2026-04-14,32,26623,A,29513,24375,2458,6606,4027,22126,0,5,3214,1506,992,288,-374,0,-25,-713,997,-760,-513
2026-04-14,33,27384,A,30544,25098,2396,6606,3398,22126,0,60,3192,1507,992,105,-451,0,-78,-487,998,-1070,-514
2026-04-14,34,28696,A,31945,26338,2333,6606,2746,22126,0,161,2957,1507,992,102,-452,0,-101,-429,998,-1092,-514
2026-04-14,35,30027,A,33759,27384,2310,6606,1954,22126,0,159,2780,1509,992,2,-451,0,-966,-51,998,-1091,-514
2026-04-14,36,31297,A,35040,28563,2287,6606,1266,22126,0,160,2935,1508,990,0,-451,0,-1021,-5,996,-1092,-514
2026-04-14,37,32331,A,35928,29629,2323,6606,693,22126,0,15,3094,1369,919,0,-451,0,-1021,-5,910,-1091,-514
2026-04-14,38,32338,A,35947,29713,2358,6606,292,22126,0,3,2939,1358,913,0,-452,0,-1022,-26,903,-1092,-514
2026-04-14,39,32503,A,37068,30033,2386,6606,75,22126,0,2,3171,1328,861,-805,-451,0,-902,-299,855,-1092,-514
2026-04-14,40,32355,A,37113,29910,2413,6606,4,22126,0,10,3088,1313,847,-1013,-390,0,-898,-341,843,-1092,-514
2026-04-14,41,31585,A,36766,29148,2553,6606,0,22126,0,157,3004,589,461,-1014,-441,0,-1018,-445,525,-1092,-514
2026-04-14,42,31176,A,36383,28654,2693,6606,0,22126,0,159,2942,526,423,-1014,-421,0,-1022,-487,502,-1091,-513
2026-04-14,43,30162,A,35695,27698,2753,6606,0,22126,0,162,3230,291,52,-1014,-355,0,-1022,-874,420,-1092,-514
2026-04-14,44,28487,A,34195,26175,2813,6606,0,22126,0,169,3454,280,30,-1015,-445,0,-1022,-952,411,-1092,-513
2026-04-14,45,26903,A,32990,24729,2799,6606,0,22126,0,168,3662,726,132,-1014,-432,0,-1022,-1345,293,-1092,-514
2026-04-14,46,25242,A,31238,23167,2784,6606,0,22126,0,169,3863,766,141,-1014,-301,0,-1022,-1398,292,-1092,-500
2026-04-14,47,23539,A,29478,21496,2783,6606,0,22126,0,167,3791,1085,197,-1013,-278,0,-1022,-1445,537,-1092,-422
2026-04-14,48,22677,A,28540,20759,2782,6606,0,22126,0,174,3839,1104,194,-1014,-302,0,-1022,-1451,545,-1092,-308
2026-04-15,1,22258,A,28206,20296,2821,6606,0,22126,0,282,3714,628,-45,-1015,-302,0,-1022,-1452,297,-1092,-238
2026-04-15,2,22289,A,28201,20342,2860,6606,0,22126,0,283,3668,589,-60,-1015,-288,0,-1022,-1452,285,-1092,-200
2026-04-15,3,22043,A,27902,20149,2918,6606,0,22126,0,285,3780,587,-7,-1014,-286,0,-1022,-1453,387,-1092,-200
2026-04-15,4,21932,A,28067,20179,2976,6606,0,22126,0,554,3869,588,0,-1015,-299,0,-1022,-1453,396,-1092,-200
2026-04-15,5,21665,A,27870,20025,3006,6606,0,22126,0,581,3862,702,109,-1015,-303,0,-1022,-1453,482,-1092,-239
2026-04-15,6,21039,A,27477,19441,3035,6606,0,22126,0,804,3632,706,111,-1015,-302,0,-1022,-1453,488,-1092,-250
2026-04-15,7,20590,A,27207,19054,3045,6606,0,22126,0,870,3830,377,-73,-1015,-302,0,-1022,-1453,481,-1092,-290
2026-04-15,8,20247,A,26888,18765,3054,6606,0,22126,0,872,3746,350,-85,-1015,-302,0,-1022,-1453,475,-1092,-300
2026-04-15,9,19847,A,26560,18463,3058,6606,0,22126,0,865,3762,317,-103,-1015,-302,0,-1022,-1453,297,-1092,-361
2026-04-15,10,19796,A,26537,18380,3062,6606,0,22126,0,851,3818,315,-105,-1016,-302,0,-1022,-1453,283,-1092,-400
2026-04-15,11,20193,A,26379,18844,3122,6606,0,22126,0,277,3925,263,-125,-1015,-302,0,-1022,-1453,161,-1092,-400
2026-04-15,12,20688,A,26761,19342,3182,6606,0,22126,0,167,4092,266,-123,-1013,-302,0,-1022,-1453,157,-1092,-401
2026-04-15,13,22597,A,28577,21087,3256,6606,1,22126,0,166,4062,764,-20,-1014,-318,0,-1022,-1453,315,-1092,-395
2026-04-15,14,24096,A,30261,22549,3330,6606,88,22126,0,161,4206,799,-16,-1015,-430,0,-1022,-1427,329,-1091,-503
2026-04-15,15,25994,A,31889,24374,3450,6606,435,22126,0,158,4454,433,-158,-1014,-452,0,-971,-1103,460,-1025,-514
2026-04-15,16,27214,A,32814,25433,3569,6606,835,22126,0,127,4392,424,-134,-890,-452,0,-916,-1073,483,-995,-513
2026-04-15,17,29177,A,31996,27152,3622,6606,1389,22126,0,28,4161,1414,866,-3,-452,0,275,-1221,964,-102,-513
2026-04-15,18,28851,A,31767,26820,3675,6606,1883,22126,0,165,4231,1506,942,0,-452,0,379,-1239,995,-46,-514
2026-04-15,19,29094,A,32093,26838,3757,6606,2798,22126,0,159,3684,1504,988,587,-452,0,903,-1239,996,-135,-514
2026-04-15,20,28050,A,31089,25849,3839,6606,3433,22126,0,169,3968,1504,992,694,-452,0,928,-1239,997,-165,-514
2026-04-15,21,27115,A,31291,24852,3922,6606,4127,22126,0,436,4151,1504,992,630,-452,0,975,-1239,997,-1035,-514
2026-04-15,22,26515,A,30914,24213,4005,6606,5218,22126,0,605,4231,1503,992,628,-452,0,977,-1239,996,-1090,-513
2026-04-15,23,26113,A,30096,23891,4131,6606,5919,22126,0,326,4129,1503,992,727,-452,0,1015,-1239,997,-953,-513
2026-04-15,24,25495,A,29842,23419,4256,6606,5174,22126,0,697,4040,1503,992,730,-452,0,1016,-1239,997,-945,-514
2026-04-15,25,25722,A,29857,23791,4260,6606,5753,22126,0,514,4001,1503,992,601,-452,0,1016,-1239,996,-985,-445
2026-04-15,26,25786,A,30035,23777,4264,6606,5948,22126,0,751,3753,1500,991,558,-451,0,981,-1239,996,-991,-317
2026-04-15,27,25605,A,30223,23609,4311,6606,5697,22126,0,775,4150,1199,976,-377,-361,0,-37,-1239,998,-1029,-300
2026-04-15,28,25421,A,29644,23473,4357,6606,5649,22126,0,308,4081,1177,976,-430,-308,0,-112,-1239,998,-1033,-293
2026-04-15,29,25460,A,30193,23353,4391,6606,4750,22126,0,378,3878,1438,991,-903,-166,0,-285,-1239,997,-1086,-176
2026-04-15,30,25813,A,30529,23633,4424,6606,4900,22126,0,502,3695,1457,992,-926,-120,0,-293,-1253,997,-1089,-33
2026-04-15,31,25590,A,30782,23595,4399,6606,4324,22126,0,545,4417,1505,992,-1011,-15,0,-667,-1429,997,-1025,63
2026-04-15,32,25904,A,30890,24075,4374,6606,4200,22126,0,318,4680,1509,992,-1014,14,0,-682,-1451,998,-1021,71
2026-04-15,33,25849,A,30328,24047,4290,6606,3683,22126,0,26,4470,1508,992,-996,3,0,-421,-1451,997,-1085,0
2026-04-15,34,26773,A,31302,24860,4205,6606,3660,22126,0,10,4442,1508,992,-997,-60,0,-417,-1452,997,-1093,0
2026-04-15,35,26895,A,31939,24926,4203,6606,3570,22126,0,10,4481,1509,992,-1014,1,0,-963,-1452,997,-1093,-12
2026-04-15,36,27996,A,33227,26031,4200,6606,2693,22126,0,5,4182,1509,991,-1014,-38,0,-988,-1452,997,-1093,-141
2026-04-15,37,28160,A,33528,26027,4107,6606,2202,22126,0,9,3863,1509,949,-1015,0,0,-1021,-1453,970,-1093,-277
2026-04-15,38,28860,A,34247,26605,4014,6606,1381,22126,0,7,3909,1508,946,-1014,0,0,-1022,-1450,968,-1093,-301
2026-04-15,39,29831,A,35182,27581,3883,6606,492,22126,0,2,4212,1444,931,-1016,0,0,-1022,-1418,949,-1093,-300
2026-04-15,40,29837,A,35151,27453,3751,6606,116,22126,0,2,3874,1438,920,-1014,0,0,-1022,-1383,947,-1093,-300
2026-04-15,41,29711,A,34631,27449,3712,6606,0,22126,0,2,3912,1319,555,-1014,0,0,-1022,-989,939,-1093,-300
2026-04-15,42,29451,A,34325,27182,3673,6606,0,22126,0,2,3670,1314,542,-1015,0,0,-1022,-942,940,-1093,-300
2026-04-15,43,29071,A,34042,26906,3694,6606,0,22126,0,2,3731,1494,963,-1014,-72,0,-1022,-974,994,-1093,-294
2026-04-15,44,27566,A,32481,25469,3714,6606,0,22126,0,11,3725,1509,982,-1015,-85,0,-1022,-1009,990,-1093,-180
2026-04-15,45,26036,A,31116,24156,3711,6606,0,22126,0,9,3977,1446,627,-1014,-1,0,-1022,-1402,730,-1093,-39
2026-04-15,46,24495,A,29599,22646,3708,6606,0,22126,0,15,3798,1400,592,-1015,0,0,-1022,-1452,697,-1100,35
2026-04-15,47,22599,A,28142,21011,3761,6606,0,22126,0,276,4264,194,185,-964,0,0,-1020,-1452,173,-1331,72
2026-04-15,48,21800,A,27378,20339,3814,6606,0,22126,0,296,3918,76,155,-962,0,0,-1020,-1453,138,-1347,116
2026-04-16,1,21428,A,27058,19949,3885,6606,0,22126,0,299,3577,-45,104,-965,0,0,-1022,-1452,17,-1347,62
2026-04-16,2,21364,A,27235,19721,3955,6606,0,22126,0,530,3655,-51,103,-965,24,0,-1022,-1453,16,-1350,174
2026-04-16,3,21084,A,27403,19508,3972,6606,0,22126,0,736,3701,-157,182,-1009,12,0,-1022,-1453,251,-1442,177
2026-04-16,4,21174,A,27505,19724,3989,6606,0,22126,0,744,4168,-152,194,-1011,96,0,-1022,-1453,259,-1449,83
2026-04-16,5,20933,A,27301,19609,4037,6606,0,22126,0,922,4128,526,409,-1013,11,0,-1022,-1453,24,-1448,-10
2026-04-16,6,20179,A,26685,18971,4084,6606,0,22126,0,943,4055,602,428,-1015,0,0,-1022,-1453,15,-1449,-124
2026-04-16,7,20130,A,26592,18888,3990,6606,0,22126,0,846,3877,688,614,-995,0,0,-1022,-1453,209,-1449,-197
2026-04-16,8,19829,A,26325,18618,3895,6606,0,22126,0,927,3794,694,622,-994,0,0,-1022,-1453,217,-1448,-152
2026-04-16,9,19367,A,26002,18047,3820,6606,0,22126,0,874,3553,628,464,-1014,-65,0,-1022,-1453,29,-1448,-259
2026-04-16,10,19276,A,25727,18063,3744,6606,0,22126,0,566,3818,610,438,-1015,-38,0,-1022,-1453,6,-1449,-408
2026-04-16,11,19555,A,26111,18544,3615,6606,0,22126,0,73,4103,-96,-94,-1013,0,0,-1022,-1453,-378,-1448,-479
2026-04-16,12,20182,A,27163,19015,3485,6606,0,22126,0,381,3795,-174,-124,-1014,-15,0,-1022,-1422,-392,-1449,-488
2026-04-16,13,22066,A,28260,20758,3300,6606,16,22126,0,580,3819,87,107,-1014,-144,0,-1022,-1027,-89,-1449,-369
2026-04-16,14,23535,A,29574,22173,3115,6606,328,22126,0,370,3546,123,129,-1013,-296,0,-1021,-948,-52,-1445,-394
2026-04-16,15,25720,A,30517,24267,2932,6606,1018,22126,0,123,3181,546,353,-696,-431,0,-673,-560,556,-1308,-506
2026-04-16,16,26620,A,31206,24914,2749,6606,2062,22126,0,15,3329,592,384,-629,-452,0,-649,-537,605,-1290,-514
2026-04-16,17,27390,A,30672,25525,2813,6606,3118,22126,0,14,3387,1435,953,572,-452,0,4,-856,974,-946,-514
2026-04-16,18,26642,A,29962,24653,2877,6606,4410,22126,0,18,3417,1507,992,678,-451,0,39,-926,997,-911,-514
2026-04-16,19,26113,A,29623,23987,2937,6606,5276,22126,0,272,3316,1506,992,895,-452,0,320,-1319,997,-454,-513
2026-04-16,20,25154,A,28836,23227,2997,6606,6383,22126,0,415,3631,1506,992,903,-451,0,331,-1374,997,-428,-514
2026-04-16,21,24095,A,28445,22291,2965,6606,7531,22126,0,779,3738,1506,992,999,-451,0,487,-1443,997,-663,-514
2026-04-16,22,23533,A,28027,21779,2932,6606,7975,22126,0,920,3767,1505,992,1003,-452,0,480,-1453,997,-655,-514
2026-04-16,23,23347,A,27617,21760,2853,6606,8101,22126,0,1110,3625,1507,992,1003,-452,0,-241,-1453,997,213,-514
2026-04-16,24,22891,A,27206,21310,2773,6606,8479,22126,0,1124,3499,1507,991,1003,-451,0,-280,-1453,998,289,-507
2026-04-16,25,22675,A,26615,21216,2683,6606,8961,22126,0,1051,3357,1507,991,1003,-452,0,-10,-1453,997,934,-474
2026-04-16,26,22490,A,26433,21002,2593,6606,9654,22126,0,1115,3142,1506,991,1003,-451,0,13,-1453,997,990,-424
2026-04-16,27,22424,A,26346,20853,2549,6606,9238,22126,0,1106,2961,1504,991,1003,-451,0,706,-1453,997,1378,-412
2026-04-16,28,22342,A,26292,20660,2505,6606,9050,22126,0,1115,2753,1504,991,1003,-451,0,743,-1453,997,1396,-431
2026-04-16,29,22026,A,25664,20425,2477,6606,8901,22126,0,989,2901,1504,991,893,-375,0,930,-1452,997,1063,-322
2026-04-16,30,21946,A,25528,20285,2448,6606,7774,22126,0,1053,3025,1503,991,885,-294,0,937,-1452,997,1000,-283
2026-04-16,31,22106,A,25234,20310,2376,6606,6994,22126,0,613,3255,1504,991,683,-297,0,994,-1452,997,-29,-237
2026-04-16,32,23451,A,26419,21722,2304,6606,6014,22126,0,345,3422,1503,992,674,-200,0,996,-1427,997,-132,-364
2026-04-16,33,24583,A,28053,22719,2214,6606,5008,22126,0,370,3452,1503,991,335,-252,0,996,-1104,996,-925,-319
2026-04-16,34,26552,A,29911,24570,2123,6606,4188,22126,0,11,3421,1503,991,318,-400,0,986,-1060,996,-980,-408
2026-04-16,35,27886,A,31389,25851,2070,6606,3242,22126,0,12,3496,1505,991,105,-451,0,352,-1013,997,-1083,-444
2026-04-16,36,29344,A,32782,27164,2017,6606,2594,22126,0,12,3541,1505,991,102,-429,0,317,-977,997,-1080,-440
2026-04-16,37,30280,A,33144,28109,1927,6606,1713,22126,0,11,3792,1507,992,-363,-301,0,-77,-591,997,-643,-378
2026-04-16,38,30645,A,33396,28292,1837,6606,949,22126,0,10,3547,1501,992,-410,-281,0,-93,-514,997,-634,-309
2026-04-16,39,31570,A,34959,29252,1759,6606,394,22126,0,1,3655,1148,982,-865,-144,0,-125,-149,987,-1400,-205
2026-04-16,40,31474,A,34829,29223,1680,6606,52,22126,0,3,3252,1119,979,-887,-8,0,-130,-97,981,-1450,-280
2026-04-16,41,31046,A,34916,28941,1689,6606,0,22126,0,3,3298,1246,840,-1010,0,0,-629,-15,816,-1403,-310
2026-04-16,42,30389,A,34239,28117,1697,6606,0,22126,0,3,3083,1254,833,-1014,-6,0,-652,-5,807,-1400,-270
2026-04-16,43,29601,A,33300,27435,1757,6606,0,22126,0,8,3447,1178,927,-972,-61,0,-584,-5,846,-1400,-169
